Language	ISO 639-3	hh.bib key	ideophone (prop)	ideophone (freq)	all (freq)	idêophone (prop)	idêophone (freq)	all (freq)
Nyishi-Hill Miri	njz	sd:Tayu:Nyishi	0	0	76826	0	0	76826
Nyishi-Hill Miri	njz	s:Abraham:Nyishi	0	0	25962	0	0	25962
Nyishi-Hill Miri	njz	s:Tayeng:Nishi	0	0	8624	0	0	8624
Nyishi-Hill Miri	njz	s:Sharma:Nyishi	0	0	3785	0	0	3785
Nyishi-Hill Miri	njz	s:Hamilton:Dafla	0	0	38536	0	0	38536
Koireng	nkd	g:Waikhom:Sadu-Koireng	0	0	40339	0	0	40339
Koireng	nkd	s:Singh:Koireng	0	0	6575	0	0	6575
Koireng	nkd	g:Singh:Koireng	0	0	27132	0	0	27132
Khezha Naga	nkh	typ:Kapfo:Khezha	0	0	3314	0	0	3314
Khezha Naga	nkh	g:Kapfo:Khezha	0	0	85340	0	0	85340
Nokuku	nkk	s:Ray:Nogugu	0	0	6840	0	0	6840
Nkonya-Nkami	nko	g:Reineke:Nkonya	5.94E-05	2	33686	0	0	33686
Nukuoro	nkr	s:Carroll:Nukuoro	0	0	30391	0	0	30391
Bouna Kulango	nku	g:Elders:Kulango	1.33E-05	4	299801	0	0	299801
Bouna Kulango	nku	sd:Micheli:Kulango	0	0	141323	0	0	141323
Bouna Kulango	nku	s:Prost:Kulango	0	0	12872	0	0	12872
Nkutu	nkw	s:Mangulu:Lonkutsu	0.00064	4	6250	0	0	6250
Nkutu	nkw	s:Handekijn:Wankutshu	0	0	12507	0	0	12507
Nkutu	nkw	s:Hulstaert:Elembe	0.000159617	1	6265	0	0	6265
Nkoroo	nkx	typ:Akinlabietal:Nkoroo	0	0	4765	0	0	4765
Nkoroo	nkx	typ:Obikudo:Nkoroo	0	0	4680	0	0	4680
Ngombale	nla	s:Yemmene:Ngombale	0	0	50088	0	0	50088
Ngombale	nla	s:Voutsa:Ngombale	0	0	28116	0	0	28116
Nalca	nlc	s:Svard:Nalca	0	0	16125	0	0	16125
Dutch	nld	g:Shetter:Dutch:1984	0	0	69274	0	0	69274
Dutch	nld	g:Hoogvliet:Dutch	0	0	42983	0	0	42983
Dutch	nld	typ:Broekhuis:Dutch	0	0	165213	0	0	165213
Dutch	nld	g:deKleine:Surinamese-Dutch	0	0	90254	0	0	90254
Dutch	nld	g:Shetter:Dutch	0	0	60311	0	0	60311
Dutch	nld	sv:Fokkema:Stadsfries	0	0	73836	0	0	73836
Dutch	nld	s:vanLoon:Dutch-New-York	0	0	14383	0	0	14383
East Nyala	nle	typ:Otunga:Lunyala	0	0	15607	0	0	15607
East Nyala	nle	s:Ochwaya:Lunyala	0	0	105815	0	0	105815
Gela	nlg	s:Ivens:Nggela	0	0	45241	0	0	45241
Gela	nlg	s:Crowley:Gela	0	0	4082	0	0	4082
Gela	nlg	s:Fox:Nggela:1950	0	0	14703	0	0	14703
Gela	nlg	s:Codrington:Gela	0	0	9490	0	0	9490
Gela	nlg	g:Miller:Gela	0	0	93202	0	0	93202
Nyali	nlj	s:Harries:Nyali	0	0	9343	0	0	9343
Nihali	nll	g:Nagaraja:Nihali	0	0	67614	0	0	67614
Orizaba Nahuatl	nlv	typ:Haurholm-Larsen:Zongolica-Nawatl	0	0	28950	0	0	28950
Orizaba Nahuatl	nlv	phontyp:Jeronimo:Nahuatl-Rafael-Delgado	0	0	34702	0	0	34702
Orizaba Nahuatl	nlv	s:Tuggy:Nahuatl	0	0	41521	0	0	41521
Maram Naga	nma	g:Singh:Maram	0	0	53143	0	0	53143
Big Nambas	nmb	g:Fox:Nambas	0	0	44317	0	0	44317
Big Nambas	nmb	g:Dodd:Venen-Taut	0	0	80226	0	0	80226
Ngam	nmc	typ:Somte:Ngam	0	0	7667	0	0	7667
Tangkhul Naga	nmf	g:Devi:Tangkhul	0	0	35301	0	0	35301
Tangkhul Naga	nmf	typ:Victor:Tangkhul	0.001424033	39	27387	0	0	27387
Tangkhul Naga	nmf	sd:Pettigrew:Tangkhul-Naga	0	0	116531	0	0	116531
Tangkhul Naga	nmf	s:Takhellambam:Kabrang-Tangkhul	0	0	22423	0	0	22423
Tangkhul Naga	nmf	s:Arokianathan:Tangkhul	0	0	33116	0	0	33116
Tangkhul Naga	nmf	g:Victor:Tangkhul	0.000132353	7	52889	0	0	52889
Tangkhul Naga	nmf	s:Khuraijam:Tangkhul	0	0	32173	0	0	32173
Tangkhul Naga	nmf	s:Singh:Tangkhul	0	0	39683	0	0	39683
Kwasio	nmg	g:Massaga:Ngumba	0	0	67136	0	0	67136
Kwasio	nmg	s:Um:Mvumbo	0	0	28334	0	0	28334
Monsang Naga	nmh	typ:BarehWar:Monsang	0	0	2862	0	0	2862
Nyam	nmi	s:Andreasetal:Nyam	0	0	3386	0	0	3386
Nyam	nmi	g:Andreas:Nyam	0	0	53468	0	0	53468
Namakura	nmk	g:Sperlich:Namakir	0	0	140805	0	0	140805
Ndemli	nml	typ:MutakaNgako:Ndemli	0	0	4344	0	0	4344
Manange	nmm	g:Hildebrandt:Manange	0	0	49696	0	0	49696
Manange	nmm	g:Hildebrandt:Manange:2004	0	0	48522	0	0	48522
East Taa	nmn	s:Maingard:Xoo	0	0	9525	0	0	9525
East Taa	nmn	sd:Traill:Xoo	0	0	104883	0	0	104883
Moyon	nmo	g:Kosha:Moyon	0	0	62649	0	0	62649
Moyon	nmo	g:Devi:Moyon	0	0	37851	0	0	37851
Nambya	nmq	typ:Chabata:Nambya	0.00012432	11	88481	0	0	88481
Northeast Maidu	nmu	s:Dixon:Maidu	0	0	23509	0	0	23509
Northeast Maidu	nmu	g:Shipley:Maidu	0	0	22965	0	0	22965
Nama (Papua New Guinea)	nmx	typ:Siegel:Nama-Tense	0	0	7837	0	0	7837
Nama (Papua New Guinea)	nmx	typ:Siegel:Nama	0	0	3562	0	0	3562
Nawdm	nmz	s:Prost:Naudem	0	0	11463	0	0	11463
Nawdm	nmz	s:Nicole:Nawdm	7.58E-05	6	79150	0	0	79150
Nawdm	nmz	sv:Nicole:Nawdm	0	0	200669	0	0	200669
Nyangumarta	nna	s:OGrady:Nyangumata:1963	0	0	3251	0	0	3251
Nyangumarta	nna	g:Sharp:Nyangumarta:1998	0	0	133349	0	0	133349
Nyangumarta	nna	g:Sharp:Nyangumarta	0	0	132498	0	0	132498
Nande	nnb	g:Valinande:Kinande	5.47E-06	1	182911	0	0	183977
Maring	nng	sd:Ningomba:Maring	0	0	31380	0	0	31380
Ngiemboon	nnh	typ:Ndiola-Tsuata:Ngjemboon	0	0	36157	0	0	36157
Nyangatom	nnj	s:SchroderKadanya:Nyangatom	0	0	9560	0	0	9560
Nankina	nnk	g:SpauldingSpaulding:Nankina	0	0	74582	0	0	74582
Northern Rengma Naga	nnl	g:Kuolie:Tenyidie	0	0	76016	0	0	76016
Northern Rengma Naga	nnl	g:Kuolie:Tenyidie:2004	0	0	74423	0	0	74423
Namia	nnm	g:FeldpauschFeldpausch:Namia	0	0	37869	0	0	37869
Narungga	nnr	s:Eira:Narungga	0	0	51643	0	0	51643
Southern Nuni	nnw	g:Yago:Nuni	0	0	106144	0	0	106144
Southern Nuni	nnw	s:Prost:Nuni	0	0	3679	0	0	3679
Southern Nuni	nnw	s:Prost:Nuni-Pouni	0	0	12848	0	0	12848
Nda'nda'	nnz	typ:Ngantchui:Batoufam	0	0	42232	0	0	42232
Nda'nda'	nnz	g:Nguendjio:Bangwa:1989	0	0	95255	0	0	95255
Woun Meu	noa	g:Sanchez:Waunana	0	0	30221	0	0	30221
Woun Meu	noa	g:Loewen:Waunana	0	0	44394	0	0	44394
Woun Meu	noa	s:Mejia:Waunana	0	0	667057	0	0	667057
Woun Meu	noa	s:Murillo:Waunana	0	0	9156	0	0	9156
Northern Thai	nod	sd:Thangpijaigul:Lanna	0	0	103891	0	0	103891
Northern Thai	nod	s:Sarawit:Mae-Sot	0	0	3773	0	0	3773
Northern Thai	nod	g:Pankhuankhatiya:Lanna	0	0	68139	0	0	68139
Northern Thai	nod	s:Chaokhamin:Tai-Yuan	0	0	154361	0	0	154361
Nogai	nog	g:Baskakov:Nogajskogo	0	0	2646	0	0	2646
Nogai	nog	sd:Baskakov:Nogajsko	0	0	14790	0	0	14790
Nogai	nog	s:CsatoKarakoc:Noghay	0	0	4426	0	0	4426
Nogai	nog	s:Arslanov:Astraxanskix-Nogajtsev	0	0	319	0	0	319
Nonuya	noj	s:Wojtylak:Nonuya	0	0	7245	0	0	7245
Old Norse	non	typ:Haugan:Old-Norse	0	0	222714	0	0	222714
Old Norse	non	std:RankeHofmann:Altnordisches	0	0	71237	0	0	71237
Old Norse	non	g:Faarlund:Old-Norse	0	0	98436	0	0	98436
Numanggang	nop	typ:Hynum:Numanggang	0	0	14052	0	0	14052
Norwegian	nor	g:StrandskogenStrandskogen:Norwegian	0	0	46033	0	0	46033
Nomatsiguenga	not	sd:Shaver:Nomatsiguenga	0	0	124403	0	0	124403
Nomatsiguenga	not	styp:Wise:Nomatsiguenga:1971	9.02E-05	8	88652	0	0	88652
Nomatsiguenga	not	phontyp:Talancha:Nomatsiguenga	0	0	36465	0	0	36465
Nomatsiguenga	not	styp:Lawrence:Nomatsiguenga	0	0	28565	0	0	28565
Ewage-Notu	nou	s:ParringtonParrington:Notu-Ewage	0	0	11282	0	0	11282
Nyambo	now	typ:Rugemalira:Runyambo	0	0	168744	0	0	168744
Nyambo	now	s:Rugemalira:Runyambo:Sketch	0	0	14426	0	0	14426
Nayi	noz	s:Yilma:Nayi:1997	0	0	5191	0	0	5191
Nayi	noz	s:Yilma:Nayi	0	0	4207	0	0	4207
Nar Phu	npa	s:Noonan:Nar-Phu	1.59E-05	5	315382	0	0	315382
Phom Naga	nph	g:Bano:Phom	0	0	46065	0	0	46065
Nepali	npi	s:Nakkeerar:Nepali-Sikkim	0	0	14592	0	0	14592
Nepali	npi	g:Matthews:Nepali	0	0	95711	0	0	95711
Nepali	npi	s:Srivastava:Nepali	0	0	9587	0	0	9587
Nepali	npi	g:Acharya:Nepali:1990	0	0	199768	0	0	199768
Nepali	npi	g:OjaOja:Nepali	0	0	18923	0	0	18923
Nepali	npi	g:ChazotChazot:Nepali	0	0	44545	0	0	44545
Nepali	npi	s:Baskaran:Nepali-Himachal	0	0	5157	0	0	5157
Nepali	npi	g:Rogers:Nepali	0	0	40920	0	0	40920
Nepali	npi	s:Supbunto:Nepali	0	0	15209	0	0	15209
Nepali	npi	g:Acharya:Nepali	0	0	117910	0	0	117910
Pochuri Naga	npo	s:Kumar:Pochuri	0	0	0	0	0	0
Napu	npy	s:Garantjang:Napu	0	0	25436	0	0	25436
Ede Nago	nqg	typ:Fabunmi:Mofoli:2009	0	0	0	0	0	0
Nen	nqn	typ:Evans:Nen	0	0	8036	0	0	8036
Nara	nrb	s:Thompson:Nera	0	0	292754	0	0	292754
Nara	nrb	g:Reinisch:Barea	0	0	64087	0	0	64087
Ngarla on the Ashburton river south of the Hamersley range	nrk	s:Westerlund:Ngarla	0	0	25159	0	0	25159
Ngarla on the Ashburton river south of the Hamersley range	nrk	g:Westerlund:Ngarla	2.66E-05	2	75073	0	0	75073
Ngarla on the Ashburton river south of the Hamersley range	nrk	g:Westerlund:Ngarla:2015	3.91E-05	2	51189	0	0	51189
Ngarluma	nrl	s:Kohn:Ngarluma:2012	0	0	26230	0	0	26230
Ngarluma	nrl	s:Kohn:Ngarluma	0	0	1355	0	0	1355
Yongning Na	nru	typ:Michaud:Yongning-Na	3.31E-05	7	211477	0	0	211477
Yongning Na	nru	gtd:Lidz:Yongning-Na	0	0	190814	0	0	190814
Yongning Na	nru	s:Zhenhong:Mosuo	0	0	9080	0	0	9080
Lala	nrz	g:Symonds:Alaala	0	0	351	0	0	351
Lala	nrz	s:Ross:Alaala	0	0	5016	0	0	5016
Lala	nrz	s:Lanyon-Orgill:Pokau	0	0	6489	0	0	6489
Lala	nrz	s:Alua:Nara	0	0	7706	0	0	7706
Sangtam Naga	nsa	s:Imchen:Sangtam	0	0	4449	0	0	4449
Nsenga	nse	s:Simango:Cinsenga	0.000775996	3	3866	0	0	3866
Nsenga	nse	g:Miti:Cinsenga	0.002507523	110	43868	0	0	43868
Nsenga	nse	s:Zemba:Kunda	0	0	31403	0	0	31403
Nsenga	nse	s:Madan:Senga	0	0	505	0	0	505
Far Northwestern Nisu	nsf	s:Li:Yi	0	0	90239	0	0	90239
Ngasa	nsg	s:HeineVossen:Ongamo	0	0	6295	0	0	6295
Norwegian Sign Language	nsl	typ:Slowikowska:Norsk-Tegnspraak	0	0	38450	0	0	38450
Norwegian Sign Language	nsl	s:Greftegreff:Norwegian-Sign	0	0	11496	0	0	11496
Sumi Naga	nsm	s:Chishi:Sutsah	0	0	22972	0	0	22972
Sumi Naga	nsm	s:Hutton:Sema-Naga	0	0	19341	0	0	19341
Sumi Naga	nsm	g:Sreedhar:Sema	0	0	62328	0	0	62328
Sumi Naga	nsm	typ:Nishida:Sema-Naga	0	0	2134	0	0	2134
Nehan	nsn	s:Todd:Nissan	0	0	130948	0	0	130948
Nehan	nsn	styp:Glennon:Nehan	0	0	40648	0	0	40648
Pedi	nso	typ:Mojapelo:Northern-Sotho	0	0	100622	0	0	100622
Pedi	nso	typ:Pretorius:Noord-Sotho	0	0	49445	0	0	49445
Pedi	nso	g:Lombardetal:Northern-Sotho	0	0	48602	0	0	48602
Pedi	nso	s:Louwrensetal:Sotho	0.000244051	4	16390	0	0	16390
Pedi	nso	g:Endemann:Sotho	0	0	1019	0	0	1019
Pedi	nso	g:Kotze:Lobedu	9.82E-06	1	101791	0	0	101791
Pangwa Naga	nst	s:Rekhung:Mungshang	0	0	14217	0	0	14217
Pangwa Naga	nst	typ:Morey:Tangsa	0	0	7480	0	0	7480
Pangwa Naga	nst	s:Morey:Tangsa	0	0	9059	0	0	9059
Pangwa Naga	nst	s:Rekhung:Jugli	0	0	7675	0	0	7675
Sierra Negra Nahuatl	nsu	s:Hasler:Nahuatl-Tehuacan-Zongolica:2000	0	0	29948	0	0	29948
Nisenan	nsz	st:Eatough:Nisenan	0	0	25587	0	0	25587
Natioro	nti	s:Prost:Natioro	0	0	11352	0	0	11352
Ngaanyatjarra	ntj	g:GlassHackett:Pitjantjatjara	0	0	31979	0	0	31979
Ngaanyatjarra	ntj	g:Douglas:WDesert	0	0	2497	0	0	2497
Ngaanyatjarra	ntj	g:Douglas:Western-Desert:1964	0	0	45344	0	0	45344
Ngaanyatjarra	ntj	s:Glass:Ngaanyatjarra	0	0	27100	0	0	27100
Ikoma-Nata-Isenye	ntk	typ:Dechaine:Nata	0	0	0	0	0	0
Ikoma-Nata-Isenye	ntk	typ:Aunio:Ikoma-Verbal	0	0	12793	0	0	12793
Nateni	ntm	g:Neukom:Nateni	0	0	80828	0	0	80828
Nateni	ntm	s:Prost:Tayari	0	0	23592	0	0	23592
Ntomba	nto	s:Mputu:Lontombe	0.000314367	3	9543	0	0	9543
Ntomba	nto	s:Hulstaert:Losakani	0	0	5838	0	0	5838
Ntomba	nto	g:Mamet:Ntomba	0	0	111898	0	0	111898
Ntomba	nto	g:Gillaird:Lontomba	0	0	71654	0	0	71654
Northern Tepehuan	ntp	g:Bascom:NTepehuan	0	0	112734	0	0	112734
Northern Tepehuan	ntp	st:Rinaldini:Tepeguana	0	0	72312	0	0	72312
Natügu	ntu	s:delaFontinelle:Neo	0	0	6822	0	0	6822
Nottoway	ntw	s:Rudes:Nottoway	0	0	9668	0	0	9668
Mantsi	nty	s:Wu:Moang:2004	0	0	10459	0	0	10459
Mantsi	nty	s:Wu:Moang	0	0	8408	0	0	8408
Nusu	nuf	s:Hongkai:Nuzu	0	0	50460	0	0	50460
Nungali	nug	g:Boltetal:Nungali	0	0	30013	0	0	30013
Ngumbi	nui	s:Maguga:Kombe	0	0	15191	0	0	15191
Nuu-chah-nulth	nuk	g:Rose:Kyuquot	0	0	123705	0	0	123705
Nuu-chah-nulth	nuk	g:Davidson:Nootka	0	0	134826	0	0	134826
Nuu-chah-nulth	nuk	s:Knipe:Tahkaht	0	0	28552	0	0	28552
Nuu-chah-nulth	nuk	typ:Nakayama:Nootka	0	0	52993	0	0	52993
Nuu-chah-nulth	nuk	typ:Ravinski:Nuu-Chah-Nulth	0	0	29485	0	0	29485
Niuafo'ou	num	g:Tsukamoto:Niuafoou	0	0	146123	0	0	146123
Nung (Myanmar)	nun	s:Sun:Anong	0	0	10470	0	0	10470
Nung (Myanmar)	nun	g:SunLiu:Anong	0	0	134851	0	0	134851
Nupe-Nupe-Tako	nup	g:BanfieldMacintyre:Nupe	0	0	49037	0	0	49037
Nupe-Nupe-Tako	nup	s:Smith:Nupe	6.69E-05	1	14957	0	0	14957
Nupe-Nupe-Tako	nup	styp:Kandybowicz:Nupe	1.51E-05	1	66412	0	0	66412
Nupe-Nupe-Tako	nup	sd:Crowther:Nupe	0	0	505	0	0	505
Nuer	nus	typ:Nyang:Nuer	0	0	15411	0	0	15411
Nuer	nus	s:FaustGrossman:Nuer	0	0	10436	0	0	10436
Nuer	nus	typ:Frank:Nuer	0	0	33986	0	0	33986
Nuer	nus	g:Crazzolara:Nuer	0	0	72930	0	0	72930
Nung (Viet Nam)	nut	s:Thien:Tay-Nung	0	0	5350	0	0	5350
Nung (Viet Nam)	nut	g:SaulWilson:Nung	0	0	49472	0	0	49472
Ngbundu	nuu	typ:Yembeline:Ngbundu	0	0	5635	0	0	5635
Mehek	nux	g:Hatfield:Mehek	0	0	165935	0	0	165935
Wubuy	nuy	typ:HughesLeeding:Nunggubuyu:Clauses	0	0	11245	0	0	11245
Wubuy	nuy	g:Heath:Nunggubuyu	0	0	267198	0	0	267198
Ngwe	nwe	typ:Nkemnji:Nweh	0	0	62572	0	0	62572
Southwest Tanna	nwi	s:Lynch:Tanna	0	0	31264	0	0	31264
Nauete	nxa	g:Veloso:Naueti	1.76E-05	1	56751	0	0	56751
Ngando-Lalia	nxd	s:Mangulu:Bongando	0.000224031	3	13391	0	0	15344
Ngando-Lalia	nxd	s:Hulstaert:Bongando	0.000186116	4	21492	0	0	21492
Ngad'a	nxg	s:Arndt:Ngada	0	0	22547	0	0	22547
Ngad'a	nxg	st:Djawanai:Ngadha	0	0	45974	0	0	45974
South Nuaulu	nxl	g:Bolton:Nuaulu	0	0	38664	0	0	38664
Ndambomo	nxo	ssoc:Mve:Ndambomo	0	0	94617	0	0	94617
Naxi	nxq	s:HeZhuyi:Naxi	0	0	47433	0	0	47433
Naxi	nxq	s:Zhuyi:Naxi	0	0	2383	0	0	2383
Naxi	nxq	es:Bacot:Mo-so	0	0	54127	0	0	54127
Naxi	nxq	s:Nishida:Naxi	0	0	2160	0	0	2160
Naxi	nxq	typ:Nishida:Chang	0	0	1507	0	0	1507
Nyanja	nya	s:BentleyKulemekea:Chichewa	0.000171989	3	17443	0	0	17443
Nyanja	nya	g:Mchombo:Chichewa	0	0	63363	0	0	63363
Nyanja	nya	g:Lehmann:Cinyanja	0.00055499	6	10811	0	0	10811
Nyanja	nya	s:Mchombo:Chichewa:1987	0.000131436	4	30433	0	0	30433
Nyanja	nya	g:Missionarios:Cinyanja	0	0	28364	0	0	28364
Nyanja	nya	g:Henry:Chinyanja	0	0	505	0	0	505
Nyanja	nya	g:Watkins:Chichewa:1933	0	0	53689	0	0	53689
Nyanja	nya	typ:Atkins:Nyanja	0	0	16562	0	0	16562
Nyanja	nya	sd:Riddel:Chinyanja	0	0	505	0	0	505
Nyanja	nya	s:Salaun:Chichewa	0.000131713	4	30369	0	0	30369
Nyanja	nya	g:Watkins:Chichewa	0	0	53689	0	0	53689
Nyanja	nya	s:PeaceCorps:Nyanja	0	0	18428	0	0	18428
Nyangbo	nyb	typ:Essegbey:Tutrugbu	0	0	5261	0	0	5261
Nyangbo	nyb	s:Funke:Nyangbo-Tafi	0	0	14092	0	0	14092
Giryama	nyf	sd:Taylor:Giryama	0	0	505	0	0	505
Giryama	nyf	typ:Volk:Giryama	0	0	29081	0	0	29081
Nyigina	nyh	g:Stokes:Nyigina	0	0	100676	0	0	100676
Ama (Sudan)	nyi	g:Stevenson:Nyimang	0	0	38368	0	0	38368
Ama (Sudan)	nyi	s:Stevenson:Nyimang	0.000808843	3	3709	0	0	110377
Nyanga	nyj	s:Mateene:Nyanga	0	0	83978	0	0	83978
Nyanga	nyj	s:Kadima:Nyanga	0	0	16891	0	0	16891
Nyaneka	nyk	s:daSilva:Olunyaneka	0	0	18195	0	0	18195
Nyamwezi	nym	g:Velten:Kiyamuesi	0	0	1019	0	0	1019
Nyamwezi	nym	s:Muller:Kinyamwezi	0	0	1241	0	0	1241
Nyamwezi	nym	s:Steere:Nyamwezi	0	0	505	0	0	505
Nyamwezi	nym	g:MagangaSchadeberg:Kinyamwezi	0	0	66829	0	0	66829
Nyamwezi	nym	s:Seidel:Ki-Nyamwezi	0	0	12498	0	0	12498
Nyankole	nyn	typ:Poletto:Runyankore	0	0	16373	0	0	16373
Nyankole	nyn	typ:Turamyomwe:Runyankore	0	0	25255	0	0	25255
Nyankole	nyn	g:MorrisKirwan:Runyankore	5.76E-05	3	52081	0	0	52081
Nyankole	nyn	s:Poletto:Runyankore	0	0	98135	0	0	98135
Nyoro	nyo	g:Maddox:Lunyoro	0	0	58546	0	0	58546
Nyang'i	nyp	g:Beer:Nyangi	0	0	67239	0	0	67239
Nayini	nyq	s:Ivanow:Khur	0	0	5508	0	0	5508
Nayini	nyq	wtyp:Querry:Nayin	0	0	3414	0	0	3414
Nyunga	nys	s:Douglas:Njunar	0	0	26485	0	0	26485
Nyawaygi	nyt	s:Dixon:Nyawaygi	0	0	36904	0	0	36904
Nyungwe	nyu	g:Courtois:Tetense	0	0	505	0	0	505
Nyungwe	nyu	typ:Torrend:Nyungwe	0	0	1060	0	0	1060
Nyulnyul	nyv	s:McGregor:Nyulnyul	0	0	27373	0	0	27373
Nyakyusa-Ngonde	nyy	s:MwangokaVoorhoeve:Ki-Nyukyusa	4.05E-05	1	24675	0	0	24675
Nyakyusa-Ngonde	nyy	styp:Persohn:Nyakyusa	3.85E-05	5	129961	0	0	129961
Nyakyusa-Ngonde	nyy	s:Schumann:Konde	0	0	30753	0	0	30753
Tigon Mbembe	nza	g:Richter:Mbembe:2014	6.81E-05	11	161632	0	0	161632
Tigon Mbembe	nza	g:Richter:Mbembe	6.65E-05	11	165303	0	0	165303
Njebi	nzb	s:Guthrie:Nzebi	0	0	13208	0	0	13208
Njebi	nzb	g:Marchal-Nasse:Nzebi	0	0	135104	0	0	135104
Nzima	nzi	typ:Yankey:Nzema	0	0	47728	0	0	47728
Nzakara	nzk	s:Foulou-Bazouma:Nzakara	0	0	28848	0	0	28848
Zeme Naga	nzm	s:Soppitt:Kachcha-Naga	0	0	505	0	0	505
New Zealand Sign Language	nzs	typ:McKee:New-Zealand-Sign	0	0	105953	0	0	105953
New Zealand Sign Language	nzs	typ:Zeshan:Turkish-Sign	0	0	105953	0	0	105953
Nzakambay	nzy	g:Ladogana:Nzaka-Mbay	0	0	28329	0	0	28329
Nanga	nzz	g:Heath:Nanga	9.22E-06	1	108510	0	0	156363
Orok	oaa	s:Tsumagari:Uilta	0	0	8001	0	0	8001
Orok	oaa	g:AvrorinBoldyrev:Orocskogo	0	0	723502	0	0	723502
Orok	oaa	std:Pilsudski:Orok	0	0	162297	0	0	162297
Orok	oaa	g:Petrova:Orokov-Ulta	0	0	184699	0	0	184699
Old Aramaic (up to 700 BCE)	oar	std:Kottsieper:Ahiqarspruche	0	0	110891	0	0	110891
Old Aramaic (up to 700 BCE)	oar	sv:Dion:Yaudi	0	0	118031	0	0	118031
Old Aramaic (up to 700 BCE)	oar	s:Schattner-Rieser:Arameen-Morte	0	0	55739	0	0	55739
Obo Manobo	obo	s:Brainard:Obo-Manobo	0	0	20514	0	0	20514
Ocaina	oca	s:FaguaSeifart:Ocaina	0	0	7115	0	0	7115
Old Chinese	och	s:StarostinStarostin:Drevnekitajskij	0	0	2730	0	0	2730
Old Chinese	och	g:Pulleyblank:Classical-Chinese	0	0	67222	0	0	67222
Old Chinese	och	g:Harbsmeier:Classical-Chinese	0	0	91552	0	0	91552
Old Chinese	och	s:Peyraube:OldChinese	0	0	12447	0	0	12447
Old Chinese	och	g:Dobson:Early-Archaic-Chinese	0	0	104256	0	0	104256
Old Chinese	och	s:Cheng:Xixiangji	0	0	49292	0	0	49292
Old Chinese	och	s:Herforth:Zhou	0	0	5877	0	0	5877
Old Chinese	och	g:Gurevic:Kitajskogo	0	0	205348	0	0	205348
Old Chinese	och	typ:Marco:Mengzi	0	0	40342	0	0	40342
Occitan	oci	gv:Ronjat:Provencaux	0	0	375288	0	0	375288
Occitan	oci	s:Quint:Marchois	0	0	19601	0	0	19601
Occitan	oci	g:Blanchet:Provencal	0	0	55843	0	0	55843
Occitan	oci	g:Amaro-Peguy:Occitan	0	0	126650	0	0	126650
Occitan	oci	g:Chabaneau:Limousine	0	0	125873	0	0	125873
Occitan	oci	g:Alibert:Occitana	0	0	144838	0	0	144838
Occitan	oci	s:Fleischer:Gascogne	0	0	36858	0	0	36858
Occitan	oci	g:Nouvel:Occitan	0	0	103595	0	0	103595
Occitan	oci	g:Ronjat:Provencaux	0	0	91653	0	0	91653
Occitan	oci	s:Ford:Modern-Provencal	0	0	17591	0	0	17591
Occitan	oci	g:Quint:Occitan	0	0	159056	0	0	159056
Occitan	oci	g:Kelly:Gascon:	0	0	73741	0	0	73741
Occitan	oci	s:Zanardelli:Labastidien	0	0	30667	0	0	30667
Atzingo Matlatzinca	ocu	g:Muntzel:Ocuilteco	0	0	38102	0	0	38102
Old Dutch	odt	s:QuakvanderHorst:Oudnederlands	0	0	29127	0	0	29127
Odual	odu	typ:Kari:Odual	0	0	6475	0	0	6475
Old Frisian	ofs	g:Bremmer:Old-Frisian	0	0	103494	0	0	103494
Old Frisian	ofs	s:Cummins:Old-Friesic	0	0	505	0	0	505
Old Frisian	ofs	sb:Markey:Frisian	0	0	95483	0	0	95483
Old Frisian	ofs	s:ZluxtenkoDvuxzilov:Frizskij	0	0	233505	0	0	233505
Ogbia	ogb	s:Isukul:Agholo	0	0	10806	0	0	10806
Old Georgian	oge	g:Fahnrich:Georgische:2012	0	0	776	0	0	776
Old Georgian	oge	g:Fahnrich:Altgeorgischen:1982	0	0	85922	0	0	85922
Old Georgian	oge	g:Fahnrich:Altgeorgischen	0	0	126554	0	0	126554
Old Georgian	oge	s:Tuite:Early-Georgian	0	0	10874	0	0	10874
Old Georgian	oge	s:Fahnrich:Old-Georgian	0	0	190000	0	0	190000
Khana	ogo	g:Ikoro:Kana	0.000106014	14	132058	0	0	132058
Khana	ogo	typ:Ikoro:Kana	0	0	7517	0	0	7517
Ogbronuagum	ogu	s:Kari:Bukuma	5.11E-05	1	19568	0	0	19568
Oirata	oia	s:Faust:Oirata	0	0	11547	0	0	11547
Oirata	oia	s:Cowan:Oirata	0	0	3957	0	0	3957
Oirata	oia	typ:Nazarudin:Woirata	0	0	4828	0	0	4828
Northwestern Ojibwa	ojb	g:Wilson:Ojebway	0	0	168967	0	0	168967
Central Ojibwa	ojc	g:Rhodes:Central-Ojibwa	0	0	151028	0	0	151028
Eastern Ojibwa	ojg	s:Chamberlain:Mississaga	0	0	35343	0	0	35343
Eastern Ojibwa	ojg	styp:Rogers:Ojibwa	0	0	89541	0	0	89541
Old Japanese	ojp	s:Tranter:Classicial-Japanese	5.34E-05	1	18736	0	0	241072
Old Japanese	ojp	s:Bentley:Old-Japanese	2.90E-05	7	241072	0	0	241072
Old Japanese	ojp	g:Kupchik:EOldJapanese	0	0	228563	0	0	228563
Old Japanese	ojp	g:Vovin:WOldJapanese	0	0	296977	0	0	296977
Old Japanese	ojp	g:Vovin:Classical-Japanese	0	0	201044	0	0	201044
